year,counterpart_area,value_commitments,avg_rate,avg_grace,avg_maturities,expected_payments,country
2012,Bondholders,170933176964.9,4.515321920367595,15.43505334422579,22.28536142814842,127780901551.11266,Middle income
2012,European Investment Bank,4369390627.200001,2.096588781054288,4.760380509024281,17.186998852323278,903729898.8475688,Middle income
2012,World Bank-IBRD,18976448083.8,1.1126247508689637,6.4726103835547555,21.531588598674762,2756337704.3712287,Middle income
2012,World Bank-IDA,10743347121.5,1.4452168719882899,7.512030231796533,31.38622187352219,2573587582.583384,Middle income
2013,African Dev. Bank,1717187649.3,0.5647997050105152,6.799127909967259,32.71387201097714,201925756.28173092,Middle income
2013,Bondholders,115921061120.7,4.052033510336245,12.036247154190034,18.401318525548138,57109710455.68115,Middle income
2013,European Investment Bank,5189216514.8,1.483469530097989,4.429175349783431,18.37616943434404,817679259.2230234,Middle income
2013,European Union,398401444.0,0.8899,14.9166,14.9166,49635242.302184016,Middle income
2013,World Bank-IBRD,13462180000.0,0.8148418842490592,6.927083008688044,23.99236321219149,1568776199.386505,Middle income
2013,World Bank-IDA,9375021786.0,1.2536551142226497,6.526643649148876,33.42046085427937,1969515487.4429827,Middle income
2014,African Dev. Bank,2791852378.7999997,0.4871424219775549,5.9511781131828165,27.508784166421982,244327536.32890984,Middle income
2014,Bondholders,150246598526.4,4.8092851200358195,15.078835707386743,19.764015286130412,112015556727.49644,Middle income
2014,European Development Fund (EDF),239223064.7,3.5,0.4166,15.75,60066076.141120985,Middle income
2014,European Investment Bank,5297537539.6,1.1939697316770232,5.523881679411905,19.594999517203213,713233624.3685338,Middle income
2014,European Union,19935255.4,0.9583,15.9999,15.9999,2865593.287473,Middle income
2014,World Bank-IBRD,20955616007.8,0.6337110598681444,7.7226992127205705,22.04545182621883,1880716106.1105344,Middle income
2014,World Bank-IDA,11653512307.0,1.520774924716608,6.725036942819329,29.749480461293672,2810627817.6661415,Middle income
2015,African Dev. Bank,4378831955.4,0.5114037535557261,5.7289437133710335,24.321334165640884,340975210.7705822,Middle income
2015,African Export-Import Bank,270000000.0,3.860296296296296,0.4444444444444444,4.555555555555555,10993509.09090909,Middle income
2015,Bondholders,138812363082.2,5.307474717815498,16.036709708987683,16.302746465929197,114346225502.48824,Middle income
2015,European Investment Bank,4298293758.4,0.9082821271039911,5.599752128312336,19.856172576198766,488042093.43740827,Middle income
2015,European Union,1331500378.2,0.5,10.5416,10.5416,66575018.91000002,Middle income
2015,World Bank-IBRD,20157234012.0,1.1973107294399084,7.19617354770197,24.820718434638636,3688566656.2588944,Middle income
2015,World Bank-IDA,10632240534.4,1.3664094151809731,5.700706294024345,31.01135061622379,2318758215.8691645,Middle income
2016,African Dev. Bank,6029187018.5,0.7363292045871623,5.40425092549698,21.21574683779405,540748808.025132,Middle income
2016,African Export-Import Bank,1066005234.7,3.318996349178997,1.6955325213610792,2.927307702295845,68575917.59845454,Middle income
2016,Bondholders,167070090171.8,6.217886506178322,11.389709943201035,12.449551762297617,109819032601.66357,Middle income
2016,European Investment Bank,4464260978.9,1.0156298701141508,4.003802020330487,16.51540482701558,446288623.9933716,Middle income
2016,World Bank-IBRD,25234585546.4,1.7580508997692166,7.799659715057715,22.652662740438437,6379536231.726216,Middle income
2016,World Bank-IDA,11032684320.7,1.7164840790964178,5.541826411589532,28.891204066567795,2850637016.4764314,Middle income
2017,African Dev. Bank,3831325391.2,0.7080790278154958,5.977924545991725,23.260243294765562,379264916.0992675,Middle income
2017,African Export-Import Bank,850000000.0,6.840676470588235,0.9852764705882353,3.5294,84977578.0917501,Middle income
2017,Bondholders,234131998528.8,4.830353574908941,13.878624935206462,16.242871565451942,163316231624.32773,Middle income
2017,European Development Fund (EDF),67783814.6,0.0,0.0833,16.5,0.0,Middle income
2017,European Investment Bank,3796518424.7,0.8082195102866532,4.242340812969607,20.533437076519377,363418928.77226335,Middle income
2017,European Union,564865121.9,0.7499,2.3333,13.9999,31103644.55581729,Middle income
2017,World Bank-IBRD,16120445469.1,2.022227539915777,3.6061706130526074,24.18481890255697,4379309381.657997,Middle income
2017,World Bank-IDA,14656079755.4,1.8979141844208125,5.8827876474103675,29.851683439378007,4504311292.797279,Middle income
2018,African Dev. Bank,2734171478.7000003,1.3334469675896337,5.868510461875139,21.61997209942514,461961039.88010603,Middle income
2018,African Export-Import Bank,834333773.9000001,5.611211188812406,1.8511027749301807,6.3191771700433605,193375146.06934682,Middle income
2018,Bondholders,247679408583.9,6.069712819059706,12.538661745149355,13.365258090794406,174223915136.9686,Middle income
2018,European Investment Bank,4169298110.9,1.731815233182325,4.142670708867133,18.81119232034605,737203700.4966918,Middle income
2018,European Union,631971264.5,1.2499934579439254,14.58874953271028,14.58874953271028,110594392.472697,Middle income
2018,World Bank-IBRD,19807618000.0,2.815433031069157,6.560413611510481,24.014376249319834,7924226307.736292,Middle income
2018,World Bank-IDA,12261843950.1,1.5167521937841717,5.779375019784749,32.28114942608406,3208444976.5886645,Middle income
2019,African Dev. Bank,4304796544.9,1.0796061679905435,6.987639110048635,22.773577627881973,636751163.5825305,Middle income
2019,African Export-Import Bank,163402437.7,0.0,1.5833,2.5833,0.0,Middle income
2019,Bondholders,244899524181.1,5.5621452232499715,15.320256417376884,17.727146724850712,210469774069.97235,Middle income
2019,European Investment Bank,3293584358.9,0.9689205127795185,4.798914478921774,19.72526237552927,311246319.9916509,Middle income
2019,World Bank-IBRD,20132064000.0,2.9099400874644545,6.890539417140737,23.794998614508675,8912773739.754692,Middle income
2019,World Bank-IDA,10420083000.0,1.6536421521210531,5.557519710370829,30.949511759455277,2874792758.5696936,Middle income
2020,African Dev. Bank,5065934691.0,1.4794521695902514,6.889083902306927,23.664555181971927,1042180724.6049907,Middle income
2020,African Export-Import Bank,2950000000.0,3.66018813559322,1.5621271186440675,2.2584271186440676,116077460.88993593,Middle income
2020,Bondholders,261600356798.6,4.583651820975075,16.24787605406286,16.624476799836177,194901967062.59067,Middle income
2020,European Investment Bank,3691522813.0,0.7563731955180713,3.2180365198816143,15.942099430108359,333110028.0455146,Middle income
2020,European Union,3672643825.1000004,0.28365858770142355,11.286455974020715,16.195849670342486,137572371.196745,Middle income
2020,World Bank-IBRD,25895750000.0,1.4060888380216832,7.251790405414016,21.64901335210604,5172374755.483905,Middle income
2020,World Bank-IDA,17966950000.0,1.56666616910494,5.640099786079441,30.529864926963118,4665436901.936845,Middle income
2021,African Dev. Bank,1699709245.0,1.252519319296113,5.953068592763141,21.453856432848873,276009339.1369598,Middle income
2021,African Export-Import Bank,1983466519.1,3.5339121416985257,1.5523795345671587,3.5523190554772195,140846690.5156961,Middle income
2021,Bondholders,246112837171.4,4.0266599510027685,16.309364813134408,16.589882326769334,155606873202.67786,Middle income
2021,European Investment Bank,2626932703.7,0.7617426996991252,2.682360144601732,17.75746667160574,232885763.3280245,Middle income
2021,European Union,804612772.0,0.24998823529411984,14.539123529404451,14.539123529404451,28160121.775434606,Middle income
2021,World Bank-IBRD,30292800000.0,1.1092602275128083,5.432080556435853,19.78328151507949,4054088044.449368,Middle income
2021,World Bank-IDA,16731859000.0,1.5120578179208897,5.392472822272767,30.801397940198992,4229859153.705493,Middle income
