year,country,group_name,counterpart_area,value_commitments,value_rate,value_grace,value_maturities,expected_payments,avg_rate,avg_maturities,avg_grace,weight
2017,Liberia,Africa,World Bank-IDA,83686000.0,0.75,6.0271,37.5271,13339946.904761905,0.005493060475516291,0.27485150636099653,0.04414296638931232,0.007324080634021722
2017,Madagascar,Africa,World Bank-IDA,161424772.2,0.7499,6.2499,37.7499,25728446.461087685,0.01059433844533433,0.5333180649120235,0.08829651400119354,0.014127668282883492
2017,Malawi,Africa,African Dev. Bank,10428273.2,0.75,9.6666,39.6666,1837983.1514999997,0.0014936899524495408,0.07899946915711327,0.01925187105913164,0.0019915866032660543
2017,Malawi,Africa,World Bank-IDA,102786000.0,0.75,6.1112,37.6112,16384577.857142856,0.006746764262079889,0.33833853335191877,0.05497443434456349,0.008995685682773185
2017,Mali,Africa,African Dev. Bank,46310130.8,0.75,9.6826,39.6826,8162160.553499999,0.006633214890513609,0.3509642842857272,0.08563568866518277,0.008844286520684813
2017,Mali,Africa,World Bank-IDA,120000000.0,0.75,6.2361,37.7361,19128571.42857143,0.007876673004588042,0.3963132268912465,0.06549296069854867,0.010502230672784057
2017,Mozambique,Africa,African Dev. Bank,71111948.2,0.7499,9.7499,39.7499,12531809.7394673,0.010184336172273996,0.5398404379440913,0.1324126673503857,0.013580925686456856
2017,Mozambique,Africa,World Bank-IDA,106378322.9,0.75,6.2255,37.7255,16957211.23370238,0.006982560535498167,0.35122744997591476,0.05795990748499179,0.009310080713997556
2017,Niger,Africa,African Dev. Bank,58028070.8,0.7499,9.1685,37.4001,9842693.495001946,0.008310521584834269,0.41447438101741585,0.10160690378790904,0.011082173069521627
2017,Niger,Africa,World Bank-IDA,123239481.4,0.75,6.2376,37.7376,19644960.189833336,0.008089309135356753,0.40702814990191866,0.06727716621693504,0.010785745513809003
2017,Rwanda,Africa,African Dev. Bank,204238840.3,0.7499,7.2769,31.0747,28184708.209467415,0.02925017611949748,1.212082208108479,0.2838386539591562,0.03900543555073674
2017,Rwanda,Africa,World Bank-IDA,455374525.5,1.1454,6.8839,36.3126,105456919.99102858,0.04564846911236954,1.44719277063893,0.27434913263719285,0.03985373591092155
2017,Sierra Leone,Africa,African Dev. Bank,6408118.4,0.75,10.0,40.0,1177491.756,0.0009178645289219147,0.04895277487583546,0.012238193718958864,0.0012238193718958864
2017,Sierra Leone,Africa,World Bank-IDA,42246381.6,0.75,6.0599,37.5599,6734274.400285713,0.0027730077790853753,0.13887185984222505,0.022405533120639285,0.003697343705447167
2017,Togo,Africa,African Dev. Bank,12480646.1,0.75,9.6666,39.6666,2199713.8751249993,0.0017876608449084886,0.09454723689419607,0.023040803097856527,0.002383547793211318
2017,Togo,Africa,World Bank-IDA,97187414.1,0.75,6.1083,37.6083,15492136.60475,0.006379279008559911,0.3198851183168316,0.05195539995731534,0.008505705344746548
2017,Uganda,Africa,African Dev. Bank,155646137.9,1.0731,8.9403,31.0566,31000421.232626956,0.031898138521509696,0.9231644104064095,0.2657524255184542,0.029725224603028327
2017,Uganda,Africa,World Bank-IDA,298000000.0,0.75,5.6286,37.1286,45267619.04761905,0.01956040462806031,0.9683339190311998,0.14679692465266697,0.02608053950408041
2017,Zambia,Africa,African Dev. Bank,210194882.0,1.3002,6.0662,17.9923,31335828.323293924,0.05219382137479762,0.7222634151067306,0.24351496633117775,0.04014291753176251
2017,Zambia,Africa,World Bank-IDA,335822904.6,3.4888,7.1394,27.2349,193901755.5268895,0.10253843724144275,0.8004540485057811,0.20983229730610994,0.029390746744279623
2017,Angola,Africa,World Bank-IBRD,262000000.0,2.8676,0.0,29.3288,106446990.58749078,0.18011394300337727,1.842141795075133,0.0,0.06280999546777001
2017,Benin,Africa,African Dev. Bank,37330999.4,0.7499,4.8209,39.8209,5878848.454512599,0.00534637929574483,0.28390136724619985,0.03437039598193926,0.007129456321836017
2017,Benin,Africa,World Bank-IDA,234981000.0,1.3039,6.9136,35.5121,60676136.01123804,0.026814971513618547,0.7303136359297286,0.142179605074433,0.020565205547678923
2017,Cabo Verde,Africa,African Dev. Bank,23356835.9,0.7499,5.5833,19.5833,2014258.4927621498,0.0033450619023574694,0.08735478164080149,0.02490529953251428,0.004460677293449086
2017,Cabo Verde,Africa,World Bank-IDA,27318747.6,0.75,10.1666,39.6666,4969465.400288136,0.0017931736811672868,0.0948388041885204,0.024307306062607118,0.0023908982415563823
2017,Cameroon,Africa,African Dev. Bank,543473896.1,0.3227,5.7817,24.978,24732405.02429175,0.03349380213937098,2.5925261538184334,0.600096423393868,0.10379238345017348
2017,Cameroon,Africa,World Bank-IBRD,717000000.0,1.4581,3.8317,29.4668,160185761.97774145,0.25063050915551627,5.065001774352765,0.6586248693033343,0.1718884227114164
2017,Cameroon,Africa,World Bank-IDA,100000000.0,2.0,4.6666,24.1666,26512820.512820512,0.017503717787973428,0.2115026731474193,0.0408414247146784,0.008751858893986714
2017,Comoros,Africa,African Dev. Bank,3744193.8,0.75,9.5833,39.5833,659914.15725,0.0005362982491755073,0.02830460598211848,0.006852676015098186,0.0007150643322340098
2017,"Congo, Rep.",Africa,World Bank-IDA,157540323.0,2.0,5.0221,27.735,49974801.58165704,0.027575413540181795,0.38240204726847105,0.0692432421700735,0.013787706770090898
2017,Cote d'Ivoire,Africa,African Dev. Bank,243594477.9,0.6165,5.5236,25.2833,21602020.13663213,0.028680539460702727,1.176218464471671,0.25696646839438375,0.04652155630284303
2017,Cote d'Ivoire,Africa,Bondholders,1956081402.3,5.764,11.8341,13.1122,1264766648.4625947,0.39494169685814867,0.8984306935363318,0.8108569630098919,0.06851868439593141
2017,Cote d'Ivoire,Africa,World Bank-IDA,620000000.0,2.2497,7.211,28.0497,236038737.32459322,0.12207215311357184,1.5220195017956868,0.3912798578041368,0.05426152514271763
2017,Djibouti,Africa,African Dev. Bank,8320430.8,1.0,4.5833,29.5833,1331268.928,0.0015890318748728466,0.04700880666392589,0.007283009792104719,0.0015890318748728466
2017,Djibouti,Africa,World Bank-IDA,23851901.5,2.0,5.3333,24.8333,6800849.863589743,0.0041749695256254014,0.05183913536035664,0.011133182485508977,0.0020874847628127007
2017,"Egypt, Arab Rep.",Africa,Bondholders,7000000000.0,7.366,15.3571,15.3571,7734300000.0,1.8061418101868814,3.765558022430214,3.765558022430214,0.24519981132051064
2017,"Egypt, Arab Rep.",Africa,World Bank-IBRD,1150000000.0,2.817,5.25,34.75,623750644.0677962,0.7766264153344059,9.580322304888394,1.4473868230406925,0.27569272819822715
2017,Ghana,Africa,African Dev. Bank,98389093.7,0.8733,4.5833,32.1168,14840026.700815981,0.01640957058200132,0.6034843655880224,0.08612159034522691,0.018790301822971856
2017,Ghana,Africa,World Bank-IDA,245762000.0,2.0,5.2557,28.8247,80067797.68679196,0.04301748691007926,0.6199830774684809,0.11304350297665179,0.02150874345503963
2017,Kenya,Africa,African Dev. Bank,512071203.6,1.2798,6.2568,25.2471,98272182.02512677,0.12515818476068946,2.469042980521646,0.6118844588300374,0.0977951123305903
2017,Kenya,Africa,World Bank-IDA,1569365120.2,1.6343,6.0967,31.8359,471242015.89921236,0.22446885105735967,4.372616958561461,0.8373733367444195,0.137348620851349
2017,Lesotho,Africa,African Dev. Bank,17722517.5,1.0,4.5833,29.5833,2835602.8000000007,0.0033846378736172933,0.10012875760658248,0.015512810766150142,0.0033846378736172933
2017,Lesotho,Africa,World Bank-IDA,61411000.0,2.0,5.2247,27.0053,18907503.09137489,0.010749208130772363,0.14514279516697343,0.028080693860423184,0.0053746040653861816
2017,Mauritania,Africa,African Dev. Bank,34668461.5,0.7499,4.5833,39.5833,5459554.648558501,0.004965062488493858,0.26207968795945985,0.03034587398788359,0.006620966113473608
2017,Morocco,Africa,African Dev. Bank,280494201.4,1.3176,5.8078,19.8078,42501603.3729336,0.07058205028935968,1.0610770611123093,0.31111599246398236,0.05356864776059478
2017,Morocco,Africa,World Bank-IBRD,894313601.9,1.5546,4.5027,24.0453,184599156.00397086,0.3333005038945,5.155223598542661,0.965362266104313,0.21439631023703845
2017,Nigeria,Africa,African Dev. Bank,501501483.2,1.3921,6.3219,23.3576,97871302.05619317,0.1333304826462275,2.2371094615742573,0.605489532534434,0.09577651220905646
2017,Nigeria,Africa,Bondholders,4800000000.0,7.2265,17.5,17.5,5896824000.0,1.2150421278909735,2.9423977358461273,2.9423977358461273,0.16813701347692156
2017,Nigeria,Africa,World Bank-IDA,2120322843.6,1.9923,4.8351,24.3351,559993083.8652084,0.36970645572973715,4.515807644847025,0.8972382091546716,0.18556766336883862
2017,Sao Tome and Principe,Africa,African Dev. Bank,2080107.7,1.0,4.6666,29.6666,332817.232,0.00039725796871821164,0.011785293254775698,0.0018538440368204064,0.00039725796871821164
2017,Senegal,Africa,African Dev. Bank,357567738.2,0.0831,5.7471,23.3454,3953722.332911079,0.005674742337584215,1.5942133546069621,0.3924586244083062,0.06828811477237323
2017,Senegal,Africa,Bondholders,1100000000.0,6.25,16.0,16.0,1100000000.0,0.2408212432612158,0.6165023827487124,0.6165023827487124,0.038531398921794524
2017,Senegal,Africa,World Bank-IDA,615440205.3,1.4832,5.8122,31.2795,157356973.13231438,0.07988879821688595,1.6847907657936112,0.3130593803911708,0.053862458344718145
2017,Tanzania,Africa,African Dev. Bank,32380343.0,0.75,9.9032,39.9032,5707035.453749999,0.004637986756615642,0.24676068419544706,0.061241213930821374,0.00618398234215419
2017,Tanzania,Africa,World Bank-IDA,1355306291.9,2.6949,7.9746,32.9816,694091746.6361642,0.31965420055004473,3.9120958035034157,0.945903145833384,0.11861449424841171
2017,Tunisia,Africa,African Dev. Bank,339354315.4,0.4359,6.2175,18.8306,17478695.217746556,0.02825055870926321,1.2204059895174393,0.40295445922194084,0.06480972404052124
2017,Tunisia,Africa,Bondholders,1960270707.2,4.5409,4.4493,5.9797,386905828.06956637,0.31180284949286124,0.41059866967175285,0.30551309613701855,0.06866542964893771
2017,Tunisia,Africa,World Bank-IBRD,659497000.0,0.8766,5.7704,28.5574,91903983.0012199,0.13859314862256314,4.515012528489602,0.9123179384116341,0.15810306710308367
2017,Botswana,Africa,World Bank-IBRD,145500000.0,1.9676,0.0,19.25,26137521.740259722,0.06863209847514089,0.6714616261671387,0.0,0.034881123437253955
2017,Gabon,Africa,African Dev. Bank,795275092.1,0.3445,6.0878,19.7406,33793659.065783225,0.05232309228931418,2.998227099118826,0.9246227031607747,0.15188125483110068
2017,Gabon,Africa,Bondholders,200000000.0,6.9499,9.75,9.75,125098200.00000001,0.04868897624846906,0.0683056617249994,0.0683056617249994,0.0070057088948717325
2017,Gabon,Africa,World Bank-IBRD,250000000.0,1.0699,0.0,19.9166,25303721.074380163,0.0641225325868007,1.1936656066158284,0.0,0.05993320178222329
2017,Mauritius,Africa,Bondholders,5855838.5,0.8084,4.6199,38.9999,979597.8030798418,0.00016582022005991743,0.007999717961794623,0.000947640814763499,0.0002051214993319117
2017,South Africa,Africa,Bondholders,11485300000.0,4.9869,0.8706,22.781,5989390988.740639,2.006296404478505,9.165100240715638,0.35025399541578667,0.40231334185135154
2017,South Africa,Africa,World Bank-IBRD,93000000.0,2.3863,4.5,30.0,36073837.47058824,0.053202918981606034,0.668854531889612,0.1003281797834418,0.022295151062987066
2018,Burkina Faso,Africa,African Dev. Bank,70348376.0,0.75,6.9514,39.9418,11605025.527525099,0.014956989629175403,0.7965454511607976,0.13862935694433318,0.019942652838900538
2018,Burkina Faso,Africa,World Bank-IDA,475474000.0,0.9235,7.1856,30.7987,80406159.98828065,0.053844250380543544,1.7957042925774191,0.41895316246284103,0.05830454832760536
2018,"Congo, Dem. Rep.",Africa,World Bank-IDA,100000000.0,0.75,6.1666,37.6666,15940476.19047619,0.009196803872704716,0.4618831103354926,0.07561734768189453,0.012262405163606287
2018,Ethiopia,Africa,World Bank-IDA,1735330000.0,1.3774,6.7892,36.2291,483406071.0309488,0.2931013475169738,7.709305960016842,1.4446955630624645,0.212793195525609
2018,"Gambia, The",Africa,African Dev. Bank,1323988.2,0.7499,1.6666,1.6666,9928.5875118,0.00028145976522396293,0.0006255245295669511,0.0006255245295669511,0.0003753297309294078
2018,Guinea,Africa,African Dev. Bank,23506099.9,0.7499,10.3333,39.8333,4275348.812674457,0.004997039519827305,0.2654334902055434,0.06885705890149552,0.0066636078408151824
2018,Guinea,Africa,World Bank-IDA,209850000.0,0.75,6.1754,37.6754,33451089.285714284,0.019299492926870845,0.9694881544227065,0.15890945149413097,0.025732657235827794
2018,Guinea-Bissau,Africa,African Dev. Bank,11384882.1,0.75,10.3333,39.8333,2070987.239631356,0.002420575614980574,0.12855935285894093,0.03335004533637169,0.0032274341533074322
2018,Guinea-Bissau,Africa,Bondholders,28197000.0,3.0,17.0,22.0,16072290.0,0.0028806690145700225,0.021124906106846832,0.01632379108256346,0.0009602230048566742
2018,Liberia,Africa,African Dev. Bank,18974803.5,0.7499,20.3333,39.8333,4162954.6333450396,0.004033754785942073,0.21426558809823495,0.10937397811574338,0.005379056922179055
2018,Madagascar,Africa,African Dev. Bank,37354874.3,0.75,9.3632,44.1058,7248914.386072011,0.007942137392116213,0.4670590978522657,0.09915176110648337,0.010589516522821616
2018,Madagascar,Africa,World Bank-IDA,285000000.0,0.75,6.1856,37.6856,45430357.14285714,0.026210891037208438,1.3170308736957632,0.2161734501330087,0.03494785471627792
2018,Malawi,Africa,World Bank-IDA,402400000.0,0.75,5.7636,37.2636,61126476.19047619,0.03700793878376378,1.8387320368835465,0.2843986079654679,0.049343918378351705
2018,Mali,Africa,African Dev. Bank,24197122.6,0.7499,9.837,37.6314,4064599.650484035,0.005143940441532219,0.25813265812971803,0.06747691975377042,0.006859501855623709
2018,Mali,Africa,World Bank-IDA,140070000.0,0.75,6.1557,37.6557,22327825.0,0.012881963184497493,0.6467724547819764,0.10573000103308164,0.017175950912663326
2018,Mozambique,Africa,African Dev. Bank,1416030.1,0.0,1.0833,1.0833,0.0,0.0,0.00043486062049707616,0.00043486062049707616,0.0004014221549866853
2018,Niger,Africa,African Dev. Bank,50977084.0,0.75,10.2731,39.7731,9273077.186949152,0.01083839826968576,0.5747689309600517,0.14845859901907837,0.014451197692914348
2018,Niger,Africa,World Bank-IDA,287168598.3,0.7499,6.1743,37.6743,45769938.56626392,0.02640681139194363,1.3266543998179783,0.21742042349283577,0.035213777026195
2018,Rwanda,Africa,African Dev. Bank,298701639.9,0.3381,7.4214,28.4439,17180363.931084055,0.02862935941058618,2.4085496484435738,0.6284233301677737,0.08467719435251754
2018,Rwanda,Africa,World Bank-IDA,420000000.0,0.8464,6.1865,35.1865,71097600.0,0.04359137886800073,1.8121787010147774,0.31861775208753124,0.05150210168714641
2018,Sierra Leone,Africa,World Bank-IDA,89570000.0,0.75,6.1759,37.6759,14277884.523809524,0.008237577228781615,0.4138108478851376,0.06783260427630983,0.010983436305042152
2018,Togo,Africa,African Dev. Bank,11384882.1,0.75,10.1666,39.6666,2070987.239631356,0.002420575614980574,0.1280213395855846,0.03281203206301534,0.0032274341533074322
2018,Togo,Africa,World Bank-IDA,60000000.0,0.75,6.125,37.625,9564285.714285715,0.00551808232362283,0.27682379656841194,0.04506433897625311,0.007357443098163773
2018,Uganda,Africa,African Dev. Bank,219883987.8,0.6522,9.964,37.1525,31689030.677917033,0.04065399712805381,2.315850396044188,0.6210923449615581,0.06233363558425913
2018,Zambia,Africa,African Dev. Bank,23908252.4,0.462,3.4166,14.9166,912463.6502921738,0.003131256614229174,0.10109892296928766,0.023156388199513843,0.006777611719110766
2018,Zambia,Africa,World Bank-IDA,86500000.0,2.0,4.8978,27.866,25923652.528278228,0.02121396093303888,0.2955741176800307,0.05195086892891891,0.01060698046651944
2018,Angola,Africa,African Dev. Bank,102904324.3,0.2,8.2499,24.7499,3243045.371878788,0.0058343499361990575,0.7219978874296652,0.240664017693243,0.029171749680995285
2018,Angola,Africa,Bondholders,3500000000.0,8.8125,20.0,20.0,6168750000.0,1.0503556515249155,2.3837858758012267,2.3837858758012267,0.11918929379006134
2018,Angola,Africa,World Bank-IBRD,460000000.0,3.1758,5.8623,29.5579,238885049.4869933,0.37362352941176474,3.4774,0.6896823529411765,0.11764705882352941
2018,Benin,Africa,African Dev. Bank,15958659.3,0.75,5.4166,39.9166,2603689.957532609,0.0033930207805457175,0.18058380438497493,0.02450484847987191,0.00452402770739429
2018,Benin,Africa,World Bank-IDA,245000000.0,0.9789,5.9812,31.9302,41911417.33207445,0.029408987615902778,0.9592755709197046,0.17969254952317673,0.030042892650835405
2018,Cabo Verde,Africa,African Dev. Bank,44163147.2,0.407,6.7489,22.114,2370840.2202056143,0.005095458597982773,0.2768574236751623,0.08449321998016202,0.01251955429479797
2018,Cabo Verde,Africa,World Bank-IDA,45000000.0,0.75,10.1111,39.6111,8185805.084745763,0.004138561742717122,0.21857731072925626,0.05579388218238279,0.00551808232362283
2018,Cameroon,Africa,African Dev. Bank,227095829.3,0.5928,7.4101,21.1274,17993686.764514193,0.038163325039430145,1.36014141942992,0.4770480008007445,0.0643780786765016
2018,Cameroon,Africa,World Bank-IDA,40184000.0,1.7906,4.387,25.5399,10130697.18015213,0.008823226069723522,0.12584849296220918,0.021617051696569356,0.004927524890943551
2018,"Congo, Rep.",Africa,World Bank-IBRD,50000000.0,1.1499,10.5833,20.5833,8336774.999999999,0.014704603580562659,0.2632135549872123,0.13533631713554986,0.01278772378516624
2018,Cote d'Ivoire,Africa,Bondholders,2008132990.2,5.9374,18.9999,20.9999,2205771430.962494,0.40602986736480723,1.4360808791178319,1.2993106202958535,0.06838512941098919
2018,Cote d'Ivoire,Africa,World Bank-IBRD,200000000.0,1.35,3.3333,29.8333,42537735.8490566,0.0690537084398977,1.526,0.1705012787723785,0.05115089514066496
2018,Cote d'Ivoire,Africa,World Bank-IDA,684460406.1,1.2595,8.6609,25.5673,137550638.8174887,0.10571148265327297,2.1458969356419417,0.7269206670200332,0.08393130818044697
2018,Djibouti,Africa,African Dev. Bank,15208163.4,1.75,5.4166,29.9166,4459250.768357144,0.007544729465483015,0.12897865915832524,0.023352446641563027,0.004311273980276009
2018,Djibouti,Africa,World Bank-IDA,60000000.0,0.75,10.1041,39.6041,10914406.779661017,0.00551808232362283,0.2913849122039879,0.07434034080815659,0.007357443098163773
2018,"Egypt, Arab Rep.",Africa,African Dev. Bank,610889550.7,2.9892,5.4305,19.9305,214720767.69958,0.5176622827605125,3.4515148289035174,0.9404405949856026,0.1731775333736493
2018,"Egypt, Arab Rep.",Africa,Bondholders,6362509400.2,6.1793,13.7328,13.7328,5111061063.765261,1.3388654037539807,2.9754779370920112,2.9754779370920112,0.21666942918356136
2018,"Egypt, Arab Rep.",Africa,World Bank-IBRD,2330000000.0,2.849,5.1999,34.5711,1273836508.5308056,1.69774168797954,20.601192583120206,3.098661636828645,0.5959079283887468
2018,Eswatini,Africa,African Dev. Bank,16270186.0,0.592,2.5,9.9999,507277.91126401577,0.0027305056373330516,0.04612294480197092,0.01153085150900782,0.004612340603603128
2018,Ghana,Africa,African Dev. Bank,39457679.1,1.7499,5.0833,29.5833,11568894.075810384,0.019573731227718185,0.3309078021766703,0.056859905108783276,0.01118562845175049
2018,Ghana,Africa,Bondholders,2000000000.0,8.282,1.0,11.0,911020000.0,0.5640718463824502,0.7491898466803855,0.06810816788003504,0.06810816788003504
2018,Ghana,Africa,World Bank-IDA,525000000.0,2.0,4.7428,27.4333,155924571.95742714,0.12875525421786602,1.7660907577674918,0.30533020985224746,0.06437762710893301
2018,Kenya,Africa,African Dev. Bank,193033224.9,0.4419,7.6801,25.4287,13119012.869919673,0.024181593752297306,1.3915059811021553,0.420269423346953,0.05472186864063658
2018,Kenya,Africa,Bondholders,2000000000.0,7.75,20.25,20.25,3100000000.0,0.5278383010702716,1.3791903995707095,1.3791903995707095,0.06810816788003504
2018,Kenya,Africa,World Bank-IDA,310000000.0,1.4064,5.1317,29.6317,73049564.08163264,0.053462124528497246,1.1264033243679406,0.19507365219204303,0.038013456007179494
2018,Lesotho,Africa,African Dev. Bank,7080150.6,1.7499,5.0833,29.5833,2075882.6722828043,0.003512243194662902,0.059376961026727834,0.010202746346322608,0.002007110803281846
2018,Mauritania,Africa,African Dev. Bank,61669527.4,3.014,2.8277,15.772,14821767.441831777,0.0526917619632225,0.2757314099814019,0.04943480268858802,0.017482336417791143
2018,Morocco,Africa,African Dev. Bank,410063912.1,0.7038,5.6953,20.1953,33935729.8743342,0.08181438424470723,2.347635740461972,0.6620594808026159,0.11624663859719699
2018,Nigeria,Africa,Bondholders,5368352000.0,7.965,15.6618,15.6618,6413838552.000002,1.456115976183523,2.8632011545249343,2.8632011545249343,0.18281430962756096
2018,Nigeria,Africa,World Bank-IDA,636000000.0,3.0478,4.897,32.2586,333114534.53295135,0.2376945597905856,2.5158126276201145,0.3819116278281048,0.07798889684053599
2018,Senegal,Africa,African Dev. Bank,258857384.6,0.6548,5.1082,21.4681,21504425.908654913,0.048050518970039306,1.5753716345459694,0.3748498182693262,0.07338197765735996
2018,Senegal,Africa,Bondholders,2181254700.1,5.6669,18.0859,18.0859,2224971406.799405,0.42094090584047655,1.343432057904723,1.343432057904723,0.07428063065176314
2018,Senegal,Africa,World Bank-IDA,513000000.0,0.8184,7.1325,34.3245,84382861.9805825,0.051482383739643325,2.1592217505759868,0.44867803277493407,0.06290613848930025
2018,Tanzania,Africa,African Dev. Bank,195297457.0,2.7663,5.2849,29.4926,89720887.43945798,0.15315272131478147,1.6328207167148623,0.29259184357318024,0.05536374265798411
2018,Tanzania,Africa,World Bank-IDA,805000000.0,0.75,6.0144,37.5144,128320833.33333333,0.07403427117527296,3.7031350167702137,0.5936956274087489,0.09871236156703062
2018,Tunisia,Africa,African Dev. Bank,142274209.5,0.1,7.3333,18.8333,1744405.5251739132,0.004033248994955484,0.7595938829669512,0.2957702485470705,0.04033248994955484
2018,Tunisia,Africa,Bondholders,590627350.0,6.75,5.0,6.25,207310199.85,0.13576459514064826,0.1257079584635632,0.10056636677085055,0.02011327335417011
2018,Tunisia,Africa,World Bank-IBRD,870000000.0,0.8883,5.908,27.9022,119765856.26810704,0.19765242966751917,6.2084179028132995,1.3145677749360614,0.22250639386189258
2018,Gabon,Africa,African Dev. Bank,189786267.8,0.592,5.2178,19.7178,13211218.432179863,0.03185043330889396,1.0608453950981578,0.2807249846607212,0.05380140761637494
2018,Mauritius,Africa,Bondholders,980153.7,0.8085,0.3969,39.0,149018.2544153185,2.6986304108313312e-05,0.0013017512185828314,1.3247822016808353e-05,3.3378236373918754e-05
2018,South Africa,Africa,African Dev. Bank,204161805.5,0.592,5.25,20.0,14360256.947128136,0.03426297405855372,1.1575329073835718,0.3038523881881876,0.05787664536917859
2018,South Africa,Africa,Bondholders,5325000000.0,5.6573,8.6557,17.6697,3617354125.976259,1.0258834503183107,3.20418800524799,1.5696073004649216,0.18133799698059333
2019,Burkina Faso,Africa,African Dev. Bank,40480556.9,0.7872,5.1066,24.7264,4561948.547142173,0.006377320744295265,0.20031527394784354,0.04136995187095808,0.008101271270700285
2019,Burkina Faso,Africa,World Bank-IDA,428496896.5,0.799,7.6529,34.9522,68999310.08791526,0.033324508925184876,1.4577783490048144,0.31918539969154863,0.04170777087006868
2019,"Congo, Dem. Rep.",Africa,African Dev. Bank,152769957.6,0.75,16.6014,39.7189,31005800.36778479,0.022930098360337416,1.214344378352541,0.5075623132257407,0.030573464480449886
2019,"Congo, Dem. Rep.",Africa,World Bank-IDA,321000000.0,0.75,6.2554,37.7554,51168928.57142857,0.023433415548597875,1.179650636538043,0.19544718349693221,0.03124455406479717
2019,Ethiopia,Africa,World Bank-IDA,580000000.0,0.75,6.3333,37.8333,92454761.90476188,0.0423407508354728,2.1358537714449244,0.35754223635506654,0.05645433444729707
2019,Guinea,Africa,African Dev. Bank,38233939.8,0.75,20.1448,39.6448,8389408.71380769,0.005738746112718823,0.3033485891860202,0.15414119025533085,0.007651661483625097
2019,Guinea,Africa,World Bank-IDA,136300000.0,0.75,6.3883,37.8883,21726869.047619052,0.009950076446336107,0.5026553085622885,0.08475209781617193,0.01326676859511481
2019,Guinea-Bissau,Africa,African Dev. Bank,1464584.3,0.7499,10.3333,39.8333,266382.29117994406,0.00021979834806472748,0.011675281421478476,0.003028726856990597,0.00029310354455891116
2019,Guinea-Bissau,Africa,Bondholders,29482000.0,3.0,17.0,22.0,16804740.0,0.002715915935170971,0.019916716857920458,0.015390190299302171,0.0009053053117236571
2019,Guinea-Bissau,Africa,World Bank-IDA,69600000.0,0.75,6.0474,37.5474,11094571.42857143,0.005080890100256736,0.25436561726717305,0.04096823305639011,0.006774520133675648
2019,Liberia,Africa,World Bank-IDA,49740000.0,0.75,6.25,37.75,7928792.857142856,0.0036310843906145127,0.1827645809942638,0.03025903658845427,0.004841445854152683
2019,Madagascar,Africa,World Bank-IDA,292017000.0,0.75,6.1621,37.6621,46548900.35714286,0.021317619028831482,1.0704883995010057,0.1751484002900833,0.028423492038441977
